Adversario,Data,Estadio,Juiz,Renda,Treinador,Gols Pro,Gols Contra,Campeonato,Jogador 1,Gols,Posicao,Jogador 2,Gols,Posicao,Jogador 3,Gols,Posicao,Jogador 4,Gols,Posicao,Jogador 5,Gols,Posicao,Jogador 6,Gols,Posicao,Jogador 7,Gols,Posicao,Jogador 8,Gols,Posicao,Jogador 9,Gols,Posicao,Jogador 10,Gols,Posicao,Jogador 11,Gols,Posicao,Jogador 12,Gols,Posicao,Jogador 13,Gols,Posicao,Jogador 14,Gols,Posicao,Jogador 15,Gols,Posicao,Jogador 16,Gols,Posicao,Jogador 17,Gols,Posicao,Jogador 18,Gols,Posicao,Jogador 19,Gols,Posicao,,,,,,,,,
SANTO ÂNGELO,19/10/1978,BEIRA-RIO,ORION SATTER DE MELLO,,CLAUDIO DUARTE,6,1,GAÚCHO,GASPERIN,1,G,LÚCIO-70,,Z,LARRY-70,,Z,ANDRÉ LUIZ,,Z,JORGE TABAJARA,,Z,CAÇAPAVA,,M,BATISTA,1,M,JAIR,4,M,VALDOMIRO,,A,LUIZ FERNANDO,,A,PERI,1,A,BAGATINI,,G,SANTOS,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTIVO,22/10/1978,BEIRA-RIO,LUIZ CARLOS TIBURSKI,"CR$ 257.352,00",CLAUDIO DUARTE,3,0,GAÚCHO,GASPERIN,0,G,LÚCIO-70,,Z,LARRY-70,,Z,ANDRÉ LUIZ,,Z,JORGE TABAJARA,,Z,CAÇAPAVA,,M,BATISTA,,M,JAIR,1,M,VALDOMIRO,1,A,LUIZ FERNANDO,,A,PERI,1,A,CHICO ESPINA,,A,LÚCIO-70,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAXIAS,25/10/1978,CENTENÁRIO CAXIAS DO SUL,AIRTON BERNARDONI,"CR$ 177.978,00",CLAUDIO DUARTE,0,1,GAÚCHO,BAGATINI,1,G,HERMES,,Z,PAULO MARCOS,,Z,BELLIATO,,Z,JOÃO CARLOS,,Z,ROBERTO-70-Z,,M,CLÉO,,M,TONHO,,M,VALDOMIRO,,A,LUIZ FERNANDO,,A,PERI,,A,CHICO ESPINA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVENTUDE,29/10/1978,BEIRA-RIO,JOSÉ CAVALHEIRO DE MORAIS,"CR$ 286.261,00",CLAUDIO DUARTE,3,0,GAÚCHO,GASPERIN,0,G,HERMES,,Z,LARRY-70,,Z,ANDRÉ LUIZ,,Z,JORGE TABAJARA,,Z,CAÇAPAVA,,M,FALCÃO,1,M,BATISTA,1,M,VALDOMIRO,,A,JAIR,1,A,PERI,,A,ADILSON,,A,LÚCIO-70,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVENTUDE,01/11/1978,ALFREDO JACONI,,,CLAUDIO DUARTE,2,2,GAÚCHO,GASPERIN,2,G,LÚCIO-70,,Z,LARRY-70,,Z,ANDRÉ LUIZ,,Z,JORGE TABAJARA,,Z,CAÇAPAVA,,M,FALCÃO,1,M,BATISTA,,M,VALDOMIRO,1,A,JAIR,,A,PERI,,A,ADILSON,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,05/11/1978,OLÍMPICO,CARLOS MARTINS,"CR$ 1.095,000,00",CLAUDIO DUARTE,1,1,GAÚCHO,GASPERIN,1,G,LÚCIO-70,,Z,LARRY-70,,Z,ANDRÉ LUIZ,,Z,JORGE TABAJARA,,Z,CAÇAPAVA,1,M,FALCÃO,,M,BATISTA,,M,VALDOMIRO,,A,JAIR,,A,PERI,,A,CHICO ESPINA,,A,PAULO MARCOS,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,08/11/1978,BEIRA-RIO,LUIZ TORRES,"CR$ 1.815.800,00",CLAUDIO DUARTE,2,1,GAÚCHO,GASPERIN,1,G,LÚCIO-70,,Z,LARRY-70,,Z,ANDRÉ LUIZ,,Z,JORGE TABAJARA,,Z,CAÇAPAVA,,M,FALCÃO,,M,BATISTA,,M,VALDOMIRO,1,A,ADILSON,,A,JAIR,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAXIAS,12/11/1978,BEIRA-RIO,LUIZ LOURUZ,"CR$ 448.332,00",CLAUDIO DUARTE,1,1,GAÚCHO,GASPERIN,0,G,LÚCIO-70,,Z,LARRY-70,,Z,ANDRÉ LUIZ,,Z,JORGE TABAJARA,,Z,CAÇAPAVA,,M,FALCÃO,,M,BATISTA,,M,VALDOMIRO,,A,ADILSON,,A,PERI,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVO HAMBURGO,16/11/1978,SANTA ROSA,RUI CANEDO,,CLAUDIO DUARTE,0,0,GAÚCHO,GASPERIN,0,G,LÚCIO-70,,Z,LARRY-70,,Z,ANDRÉ LUIZ,,Z,JORGE TABAJARA,,Z,CAÇAPAVA,,M,FALCÃO,,M,BATISTA,,M,VALDOMIRO,,A,ADILSON,,A,JAIR,,A,SANTOS,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTIVO,19/11/1978,ESTÁDIO DA MONTANHA,SILVIO RODRIGUES,"CR$ 58.255,00",CLAUDIO DUARTE,1,1,GAÚCHO,GASPERIN,1,G,HERMES,,Z,PAULO MARCOS,,Z,ANDRÉ LUIZ,,Z,JORGE TABAJARA,,Z,BATISTA,,M,FALCÃO,1,M,JAIR,,M,VALDOMIRO,,A,ADILSON,,A,SANTOS,,A,CHICO ESPINA,,A,LÚCIO-70,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVENTUDE,22/11/1978,BEIRA-RIO,JOSÉ CAVALHEIRO DE MORAIS,"CR$ 180.000,00",CLAUDIO DUARTE,1,0,GAÚCHO,GASPERIN,0,G,HERMES,,Z,PAULO MARCOS,,Z,ANDRÉ LUIZ,,Z,JORGE TABAJARA,,Z,BATISTA,,M,FALCÃO,,M,JAIR,,M,CHICO ESPINA,,A,ADILSON,,A,SANTOS,1,A,CAÇAPAVA,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,26/11/1978,OLÍMPICO,,,CLAUDIO DUARTE,0,0,GAÚCHO,GASPERIN,0,G,HERMES,,Z,PAULO MARCOS,,Z,ANDRÉ LUIZ,,Z,JORGE TABAJARA,,Z,CAÇAPAVA,,M,FALCÃO,,M,BATISTA,,M,TONHO,,A,ADILSON,,A,SANTOS,,A,JOÃO CARLOS,,Z,ANCHIETA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVENTUDE,29/11/1978,ALFREDO JACONI,JOSÉ LUIZ BARRETO,"CR$ 315.850,00",CLAUDIO DUARTE,2,0,GAÚCHO,GASPERIN,0,G,HERMES,,Z,LARRY-70,,Z,ANDRÉ LUIZ,,Z,JORGE TABAJARA,,Z,CAÇAPAVA,,M,FALCÃO,,M,BATISTA,,M,JAIR,,A,ADILSON,2,A,SANTOS,,A,CHICO ESPINA,,A,ANCHIETA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPORTIVO,03/12/1978,BEIRA-RIO,AIRTON BERNARDONI,"CR$ 380.265,00",CLAUDIO DUARTE,5,1,GAÚCHO,GASPERIN,1,G,HERMES,1,Z,LARRY-70,,Z,ANDRÉ LUIZ,,Z,JORGE TABAJARA,,Z,BATISTA,,M,FALCÃO,1,M,JAIR,1,M,VALDOMIRO,1,A,ADILSON,,A,ANCHIETA,,A,BAGATINI,,G,CAÇAPAVA,1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVO HAMBURGO,06/12/1978,BEIRA-RIO,JOSÉ CARLOS VON MENDGEM,"CR$ 312.720,00",CLAUDIO DUARTE,3,0,GAÚCHO,GASPERIN,0,G,HERMES,,Z,LARRY-70,,Z,ANDRÉ LUIZ,,Z,JORGE TABAJARA,,Z,BATISTA,,M,FALCÃO,,M,JAIR,1,M,VALDOMIRO,,A,ADILSON,1,A,ANCHIETA,1,A,SANTOS,,A,CAÇAPAVA,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAXIAS,10/12/1978,CENTENÁRIO CAXIAS DO SUL,LUIZ GUARANHA,"CR$ 558.870,00",CLAUDIO DUARTE,0,0,GAÚCHO,GASPERIN,0,G,HERMES,,Z,LARRY-70,,Z,ANDRÉ LUIZ,,Z,JORGE TABAJARA,,Z,BATISTA,,M,FALCÃO,,M,JAIR,,M,VALDOMIRO,,A,ADILSON,,A,ANCHIETA,,A,SANTOS,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,13/12/1978,BEIRA-RIO,RUI CANEDO,"CR$ 2.639.000,00",CLAUDIO DUARTE,2,2,GAÚCHO,GASPERIN,2,G,HERMES,,Z,LARRY-70,,Z,ANDRÉ LUIZ,,Z,JORGE TABAJARA,,Z,BATISTA,,M,FALCÃO,,M,JAIR,,M,VALDOMIRO,,A,ADILSON,2,A,TONHO,,A,JOÃO CARLOS,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,17/12/1978,OLÍMPICO,JOSÉ ROBERTO WRIGHT,"CR$ 1.841.849,00 P-53.057",CLAUDIO DUARTE,2,1,GAÚCHO,BAGATINI,1,G,HERMES,,Z,BELLIATO,,Z,JOÃO CARLOS,,Z,JORGE TABAJARA,,Z,CAÇAPAVA,,M,FALCÃO,,M,BATISTA,,M,VALDOMIRO,2,A,ADILSON,,A,JAIR,,A,ROBERTO-70-Z,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELEÇÃO DA TCHECOSLOVÁQUIA,23/01/1979,BEIRA-RIO,CARLOS MARTINS,"CR$ 535.200,00",CLAUDIO DUARTE,4,0,INTERNACIONAL AMISTOSO,GASPERIN,0,G,HERMES,,Z,BELLIATO,,Z,JOÃO CARLOS,,Z,JORGE TABAJARA,,Z,BATISTA,,M,FALCÃO,1,M,JAIR,,M,VALDOMIRO,,A,ADILSON,,A,LUIZ FERNANDO,3,A,BAGATINI,,G,LÚCIO-70,,Z,BOB,,Z,TONHO,,M,ROBERTO-80,,A,,,,,,,,,,,,,,,,,,
SELEÇÃO DA TCHECOSLOVÁQUIA,01/02/1979,MUNDIALISTA DE MAR DEL PLATA,ARTURO ITURRALDI,,CLAUDIO DUARTE,0,1,TORNEIO INTERNACIONAL,BAGATINI,1,G,HERMES,,Z,BELLIATO,,Z,JOÃO CARLOS,,Z,JORGE TABAJARA,,Z,BATISTA,,M,FALCÃO,,M,JAIR,,M,VALDOMIRO,,A,ADILSON,,A,LUIZ FERNANDO,,A,LÚCIO-70,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RACING,03/02/1979,MUNDIALISTA DE MAR DEL PLATA,ALBERTO DUCATELI,,CLAUDIO DUARTE,1,1,TORNEIO INTERNACIONAL,GASPERIN,1,G,HERMES,,Z,BOB,,Z,JOÃO CARLOS,,Z,JORGE TABAJARA,,Z,BATISTA,,M,FALCÃO,,M,TONHO,,M,VALDOMIRO,,A,ADILSON,1,A,LUIZ FERNANDO,,A,JAIR,,M,CHICO ESPINA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELGRANO,09/02/1979,CÓRDOBA,HUGO BERGONZI,40.000 PESOS,CLAUDIO DUARTE,0,2,INTERNACIONAL AMISTOSO,BAGATINI,2,G,HERMES,,Z,JOÃO CARLOS,,Z,BELLIATO,,Z,JORGE TABAJARA,,Z,ROBERTO-80,,M,FALCÃO,,M,TONHO,,M,VALDOMIRO,,A,ADILSON,,A,LUIZ FERNANDO,,A,LÚCIO-70,,Z,CHICO ESPINA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVER PLATE,12/02/1979,MUNDIALISTA DE MAR DEL PLATA,CARLOS ESPOSITO,,CLAUDIO DUARTE,3,3,TORNEIO INTERNACIONAL,GASPERIN,3,G,HERMES,,Z,JOÃO CARLOS,,Z,BELLIATO,,Z,JORGE TABAJARA,,Z,ROBERTO-80,,M,FALCÃO,1,M,TONHO,,M,VALDOMIRO,1,A,ADILSON,,A,LUIZ FERNANDO,1,A,LÚCIO-70,,Z,CHICO ESPINA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARGENTINO JUNIORS,14/02/1979,MUNDIALISTA DE MAR DEL PLATA,OSCAR VEIRÓ,71.000 PESOS,CLAUDIO DUARTE,2,3,TORNEIO INTERNACIONAL,BAGATINI,3,G,HERMES,,Z,BOB,,Z,JOÃO CARLOS,,Z,LÚCIO-70,,Z,CAÇAPAVA,,M,FALCÃO,1,M,TONHO,,M,CHICO ESPINA,1,A,ADILSON,,A,LUIZ FERNANDO,,A,ROBERTO-80,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWELLS OLD BOYS,17/02/1979,ROSÁRIO,,,CLAUDIO DUARTE,3,2,INTERNACIONAL AMISTOSO,GASPERIN,0,G,HERMES,,Z,BELLIATO,,Z,JOÃO CARLOS,,Z,LÚCIO-70,,Z,CAÇAPAVA,,M,FALCÃO,,M,TONHO,,M,ROBERTO-80,,A,ADILSON,1,A,CHICO ESPINA,,A,BOB,,Z,VALDOMIRO,1,A,LUIZ FERNANDO,1,A,,,,,,,,,,,,,,,,,,,,,,,,
AVENIDA DE SANTA CRUZ,21/02/1979,AVENIDA,DEOCLÉCIO SOUZA,"CR$ 43.000,00",JOEL CASTRO FLORES,1,0,AMISTOSO,BENITEZ,0,G,LAURI,,Z,LARRY-70,,Z,ANDRÉ LUIZ,,Z,PAULO OMAR,,Z,TONINHO,,M,RENATO,,M,CLÉO,,M,POPÉIA,,A,SILVIO,1,A,FAGUNDES,,A,PEDRO PAULO,,Z,AMAURI,,Z,FORRÓ,,M,FLORÊNCIO,,M,,,,,,,,,,,,,,,,,,,,,
SÃO BORJA,02/03/1979,VICENTE GOULART,AIRTON BERNARDONI,"CR$ 255.000,00",CLAUDIO DUARTE,2,1,AMISTOSO,BENITEZ,1,G,LÚCIO-70,,Z,JOÃO CARLOS,,Z,ANDRÉ LUIZ,,Z,DIONÍSIO,,Z,CAÇAPAVA,,M,TONHO,,M,JAIR,1,M,VALDOMIRO,,A,SILVIO,,A,CHICO ESPINA,,A,PERI,,A,VASCONCELLOS,,M,LUIZ FERNANDO,1,A,,,,,,,,,,,,,,,,,,,,,,,,
FERRO CARRIL,04/03/1979,JOEL DE LIMA E SILVA,ZENO ESCOBAR BARBOSA,"CR$ 219.290,00",CLAUDIO DUARTE,2,0,AMISTOSO,BENITEZ,0,G,LÚCIO-70,,Z,JOÃO CARLOS,,Z,ANDRÉ LUIZ,,Z,DIONÍSIO,,Z,CAÇAPAVA,,M,TONHO,,M,JAIR,,M,VALDOMIRO,,A,SILVIO,,A,CHICO ESPINA,,A,BAGATINI,,G,BOLINHA,,M,LARRY-70,,Z,VASCONCELLOS,,M,PERI,1,A,LUIZ FERNANDO,1,A,,,,,,,,,,,,,,,
ESPORTIVO,08/03/1979,BEIRA-RIO,JOSÉ LUIZ BARRETO,"CR$ 182.837,00",CLAUDIO DUARTE,1,1,GAÚCHO,BENITEZ,1,G,HERMES,,Z,JOÃO CARLOS,,Z,ANDRÉ LUIZ,,Z,DIONÍSIO,,Z,CAÇAPAVA,,M,TONHO,,M,JAIR,,M,VALDOMIRO,1,A,CHICO ESPINA,,A,PERI,,A,ANCHIETA,,A,BELLIATO,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBERLÂNDIA,11/03/1979,JUCA RIBEIRO,ALDEMIR VIEIRA MATOS,"CR$ 800.000,00",OTACÍLIO GONÇALVES JR,0,0,AMISTOSO,BENITEZ,0,G,LÚCIO-70,,Z,JOÃO CARLOS,,Z,ANDRÉ LUIZ,,Z,DIONÍSIO,,Z,TONHO,,M,TONINHO,,M,JAIR,,M,VALDOMIRO,,A,MÁRIO,,A,ANCHIETA,,A,SILVIO,,A,BORRACHA,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRASIL DE PELOTAS,11/03/1979,BEIRA-RIO,CARLOS MARTINS,"CR$ 143.490,00",CLAUDIO DUARTE,2,0,GAÚCHO,BAGATINI,0,G,BERETTA,,Z,BELLIATO,,Z,LARRY-70,,Z,JOAQUIM,,Z,ROBERTO-70-Z,,M,BOLINHA,,M,VASCONCELLOS,1,M,CHICO ESPINA,,A,LUIZ FERNANDO,1,A,PERI,,A,POPÉIA,,A,ADILSON,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIOGRANDENSE DE SANTA MARIA,14/03/1979,EUCALIPTOS DE SANTA MARIA,LUIZ TORRES,"CR$ 168.405,00",CLAUDIO DUARTE,2,0,GAÚCHO,BENITEZ,0,G,LÚCIO-70,,Z,BELLIATO,,Z,ANDRÉ LUIZ,,Z,DIONÍSIO,,Z,TONHO,,M,JAIR,,M,VASCONCELLOS,,M,CHICO ESPINA,,A,SILVIO,1,A,PERI,1,A,POPÉIA,,A,TONHO,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAÚCHO DE PASSO FUNDO,18/03/1979,BEIRA-RIO,LUIZ LOURUZ,"CR$ 493.805,00",CLAUDIO DUARTE,4,0,GAÚCHO,BENITEZ,0,G,HERMES,,Z,BELLIATO,,Z,ANDRÉ LUIZ,,Z,DIONÍSIO,,Z,CAÇAPAVA,,M,JAIR,,M,ADILSON,,M,VALDOMIRO,2,A,MÁRIO,2,A,ANCHIETA,,A,PERI,,A,VASCONCELLOS,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTRELA,21/03/1979,WALTER JOBIM,LUIZ GUARANHA,"CR$ 174.000,00",CLAUDIO DUARTE,2,0,GAÚCHO,BENITEZ,0,G,LAURI,,Z,BOB,,Z,JOÃO CARLOS,,Z,JOAQUIM,,Z,TONHO,,M,JAIR,,M,VASCONCELLOS,2,M,CHICO ESPINA,,A,LUIZ FERNANDO,,A,PERI,,A,TONINHO,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELEÇÃO AMADORA DE XANXERÊ,25/03/1979,TABAJARA,DALMO BOZZANO,"CR$ 250.000,00",OTACÍLIO GONÇALVES JR,4,0,AMISTOSO,BENITEZ,0,G,LAURI,,Z,BOB,,Z,ROBERTO-70-Z,1,Z,JOAQUIM,,Z,TONHO,,M,FALCÃO,,M,BORRACHA,1,M,VALDOMIRO,1,A,LUIZ FERNANDO,,A,ANCHIETA,1,A,GILMAR,,G,PEDRO PAULO,,Z,JOÃO CARLOS,,Z,FAGUNDES,,A,PEDRO VERDUM,,A,,,,,,,,,,,,,,,,,,
14 DE JULHO DE PASSO FUNDO,25/03/1979,VERMELHÃO DA SERRA,ZENO ESCOBAR BARBOSA,,CLAUDIO DUARTE,0,0,GAÚCHO,BAGATINI,0,G,HERMES,,Z,BELLIATO,,Z,ANDRÉ LUIZ,,Z,DIONÍSIO,,Z,CAÇAPAVA,,M,JAIR,,M,VASCONCELLOS,,M,CHICO ESPINA,,A,MÁRIO,,A,PERI,,A,BERETTA,,Z,POPÉIA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVO HAMBURGO,26/03/1979,BEIRA-RIO,JOSÉ CAVALHEIRO DE MORAIS,"CR$ 270.585,00",CLAUDIO DUARTE,5,0,GAÚCHO,BENITEZ,0,G,HERMES,,Z,BOB,,Z,ANDRÉ LUIZ,,Z,DIONÍSIO,,Z,CAÇAPAVA,,M,FALCÃO,1,M,JAIR,,M,VALDOMIRO,,A,MÁRIO,2,A,ANCHIETA,1,A,CHICO ESPINA,1,A,TONHO,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO PAULO DE RIO GRANDE,01/04/1979,BEIRA-RIO,,"CR$ 594.570,00",CLAUDIO DUARTE,1,2,GAÚCHO,BENITEZ,2,G,HERMES,,Z,BOB,,Z,ANDRÉ LUIZ,,Z,DIONÍSIO,,Z,CAÇAPAVA,,M,FALCÃO,,M,JAIR,,M,VALDOMIRO,,A,MÁRIO,1,A,ANCHIETA,,A,CHICO ESPINA,,A,ADILSON,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
VASCO DA GAMA,04/04/1979,BEIRA-RIO,LUIZ TORRES,"CR$ 292.795,00",CLAUDIO DUARTE,2,3,AMISTOSO,BENITEZ,3,G,HERMES,,Z,BELLIATO,,Z,ANDRÉ LUIZ,,Z,DIONÍSIO,,Z,CAÇAPAVA,,M,FALCÃO,,M,JAIR,1,M,VALDOMIRO,,A,CLAUDIOMIRO,,A,ANCHIETA,,A,CHICO ESPINA,,A,TONHO,,M,MÁRIO,1,A,ADILSON,,A,,,,,,,,,,,,,,,,,,,,,
CAXIAS,08/04/1979,CENTENÁRIO CAXIAS DO SUL,ROQUE JOSÉ GALLAS,"CR$ 454.115,00",CLAUDIO DUARTE,2,1,GAÚCHO,BENITEZ,1,G,LAURI,,Z,BELLIATO,,Z,ANDRÉ LUIZ,,Z,BERETTA,,Z,CAÇAPAVA,,M,FALCÃO,,M,ADILSON,,M,VALDOMIRO,,A,MÁRIO,2,A,ANCHIETA,,A,BOB,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACHOEIRA,11/04/1979,BEIRA-RIO,,"CR$ 241.280,00",CLAUDIO DUARTE,6,0,GAÚCHO,BENITEZ,0,G,LAURI,,Z,BOB,,Z,BELLIATO,1,Z,BERETTA,,Z,CAÇAPAVA,1,M,FALCÃO,2,M,ADILSON,,M,VALDOMIRO,1,A,MÁRIO,1,A,FAGUNDES,,A,POPÉIA,,A,MAURO GALVÃO,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVENIDA DE SANTA CRUZ,16/04/1979,ESTÁDIO DOS EUCALIPTOS,HÉLIO NEPOMUCENO,"CR$ 178.420,00",CLAUDIO DUARTE,1,0,GAÚCHO,BENITEZ,0,G,LAURI,,Z,BOB,,Z,BELLIATO,,Z,BERETTA,,Z,CAÇAPAVA,,M,FALCÃO,,M,ADILSON,1,M,VALDOMIRO,,A,MÁRIO,,A,ANCHIETA,,A,LUIZ FERNANDO,,A,POPÉIA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVENTUDE,19/04/1979,BEIRA-RIO,LUIZ TORRES,"CR$ 707.905,00 P-19.446",CLAUDIO DUARTE,5,0,GAÚCHO,BENITEZ,0,G,LAURI,,Z,BOB,,Z,BELLIATO,,Z,BERETTA,,Z,TONINHO,,M,FALCÃO,1,M,ADILSON,,M,VALDOMIRO,,A,LUIZ FERNANDO,2,A,ANCHIETA,,A,CHICO ESPINA,2,A,MAURO GALVÃO,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERNACIONAL DE SANTA MARIA,22/04/1979,BAIXADA MELANCÓLICA,LUIZ LOURUZ,"CR$ 358.950,00",CLAUDIO DUARTE,1,0,GAÚCHO,BENITEZ,0,G,LAURI,,Z,BOB,,Z,BELLIATO,,Z,BERETTA,,Z,CAÇAPAVA,,M,FALCÃO,,M,ANCHIETA,,M,VALDOMIRO,,A,MÁRIO,1,A,CHICO ESPINA,,A,BORRACHA,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO BAGÉ,26/04/1979,BEIRA-RIO,,"CR$ 373.145,00",CLAUDIO DUARTE,4,0,GAÚCHO,BENITEZ,0,G,HERMES,,Z,BELLIATO,,Z,LARRY-70,1,Z,BERETTA,,Z,CAÇAPAVA,,M,FALCÃO,,M,JAIR,2,M,VALDOMIRO,,A,MÁRIO,,A,CHICO ESPINA,,A,LUIZ FERNANDO,,A,BATISTA,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
FARROUPILHA DE PELOTAS,29/04/1979,NICOLAU FICO,CARLOS MARTINS,"CR$ 249.660,00",CLAUDIO DUARTE,6,0,GAÚCHO,BENITEZ,0,G,HERMES,,Z,BELLIATO,,Z,LARRY-70,,Z,BERETTA,1,Z,BATISTA,,M,FALCÃO,,M,JAIR,2,M,VALDOMIRO,3,A,LUIZ FERNANDO,,A,CHICO ESPINA,,A,ANCHIETA,,A,SILVIO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARANI DE BAGÉ,02/05/1979,BEIRA-RIO,,"CR$ 440.590,00",CLAUDIO DUARTE,2,0,GAÚCHO,BENITEZ,0,G,LAURI,,Z,MAURO PASTOR,,Z,BELLIATO,,Z,BERETTA,,Z,BATISTA,,M,FALCÃO,,M,JAIR,1,M,VALDOMIRO,,A,MÁRIO,1,A,CHICO ESPINA,,A,ANCHIETA,,A,LARRY-70,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO BORJA,06/05/1979,VICENTE GOULART,JOSÉ LUIZ BARRETO,"CR$ 455.115,00",CLAUDIO DUARTE,2,1,GAÚCHO,BENITEZ,1,G,LÚCIO-70,,Z,JOÃO CARLOS,,Z,LARRY-70,,Z,BERETTA,,Z,BATISTA,,M,FALCÃO,,M,JAIR,,M,VALDOMIRO,,A,MÁRIO,2,A,CHICO ESPINA,,A,CAÇAPAVA,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PELOTAS,09/05/1979,BENTO FREITAS,,,CLAUDIO DUARTE,2,2,GAÚCHO,BENITEZ,2,G,LÚCIO-70,,Z,BELLIATO,,Z,LARRY-70,,Z,BERETTA,,Z,CAÇAPAVA,,M,FALCÃO,1,M,JAIR,1,M,VALDOMIRO,,A,LUIZ FERNANDO,,A,CHICO ESPINA,,A,CLAUDIOMIRO,,A,JOÃO CARLOS,,Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRÊMIO,13/05/1979,BEIRA-RIO,SILVIO RODRIGUES,"CR$ 3.204.250,00 P-58.932",CLAUDIO DUARTE,0,0,GAÚCHO,BENITEZ,0,G,HERMES,,Z,BELLIATO,,Z,LARRY-70,,Z,BERETTA,,Z,CAÇAPAVA,,M,FALCÃO,,M,BATISTA,,M,VALDOMIRO,,A,MÁRIO,,A,JAIR,,A,ADILSON,,A,CHICO ESPINA,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERNACIONAL DE SANTA MARIA,17/05/1979,BEIRA-RIO,,"CR$ 98.215,00",CLAUDIO DUARTE,1,0,GAÚCHO,BENITEZ,0,G,HERMES,,Z,BELLIATO,,Z,LARRY-70,,Z,BERETTA,,Z,CAÇAPAVA,,M,BATISTA,,M,JAIR,1,M,VALDOMIRO,,A,LUIZ FERNANDO,,A,ANCHIETA,,A,CLAUDIOMIRO,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SÃO BORJA,20/05/1979,BEIRA-RIO,,"CR$ 302.385,00 P-9.262",CLAUDIO DUARTE,5,0,GAÚCHO,BENITEZ,0,G,HERMES,,Z,BELLIATO,,Z,LARRY-70,,Z,BERETTA,,Z,CAÇAPAVA,,M,FALCÃO,2,M,ADILSON,1,M,VALDOMIRO,,A,CLAUDIOMIRO,1,A,ANCHIETA,,A,CHICO ESPINA,,A,JAIR,1,M,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUVENTUDE,23/05/1979,ALFREDO JACONI,CARLOS MARTINS,"CR$ 277.950,00",CLAUDIO DUARTE,3,0,GAÚCHO,BENITEZ,0,G,HERMES,,Z,MAURO PASTOR,,Z,LARRY-70,,Z,BERETTA,,Z,CAÇAPAVA,,M,FALCÃO,,M,JAIR,1,M,VALDOMIRO,,A,ADILSON,1,A,ANCHIETA,,A,CHICO ESPINA,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
